Player,School,G,GS,MP,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3P%,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,SOS
Jaylen Adams,St. Bonaventure,110,108,36.3,4.8,11.3,.427,2.4,5.1,.467,2.5,6.2,.394,5.3,6.3,.838,0.5,2.8,3.4,5.4,1.5,0.2,2.9,17.4,1.82
Deng Adel,Louisville,89,71,26.8,3.9,9.0,.438,2.8,5.7,.489,1.1,3.3,.348,2.2,2.9,.776,0.6,3.5,4.1,2.0,0.5,0.3,1.7,11.2,9.32
DeVaughn Akoon-Purcell,Illinois State,60,48,27.2,4.6,10.7,.428,3.8,8.0,.472,0.8,2.7,.301,3.5,4.7,.739,1.7,3.6,5.3,1.6,1.0,0.3,2.3,13.5,2.73
Rawle Alkins,Arizona,60,57,29.3,4.0,9.0,.450,2.8,5.5,.505,1.3,3.5,.365,2.4,3.3,.729,1.7,3.2,4.9,2.2,1.0,0.6,2.1,11.8,7.24
Grayson Allen,Duke,142,97,27.9,4.3,9.9,.430,2.2,4.5,.490,2.0,5.4,.380,3.5,4.2,.834,0.5,2.6,3.2,3.0,1.0,0.1,1.7,14.1,10.27
Kostas Antetokounmpo,Dayton,29,6,15.1,2.0,3.5,.574,1.9,3.0,.651,0.1,0.5,.133,1.1,2.2,.516,0.8,2.0,2.9,0.4,0.2,1.1,1.3,5.2,2.70
Deandre Ayton,Arizona,35,35,33.5,7.9,12.9,.612,7.5,11.9,.635,0.3,1.0,.343,4.0,5.5,.733,3.4,8.2,11.6,1.6,0.6,1.9,2.0,20.1,6.84
Mohamed Bamba,Texas,30,29,30.2,4.9,9.0,.541,4.4,7.3,.603,0.5,1.7,.275,2.7,4.0,.681,3.2,7.3,10.5,0.5,0.8,3.7,1.5,12.9,10.67
Keita Bates-Diop,Ohio State,109,70,24.8,4.3,9.1,.472,3.2,5.9,.537,1.1,3.2,.352,1.9,2.5,.776,1.1,4.6,5.7,1.1,0.6,1.2,1.2,11.7,7.69
Jaron Blossomgame,Clemson,128,125,30.7,4.9,10.0,.488,4.1,7.7,.541,0.8,2.4,.316,3.0,4.1,.724,1.9,4.6,6.5,1.1,0.6,0.7,1.5,13.5,7.50
Jonah Bolden,UCLA,31,11,21.7,1.6,4.0,.415,1.4,2.8,.483,0.3,1.2,.250,1.1,1.5,.733,1.2,3.7,4.8,1.1,0.7,0.9,0.8,4.6,9.69
Mikal Bridges,Villanova,116,73,27.3,3.9,7.5,.525,2.5,3.8,.645,1.5,3.7,.400,1.9,2.3,.845,1.1,3.2,4.3,1.6,1.4,0.9,1.1,11.3,9.74
Miles Bridges,Michigan State,62,60,31.6,6.2,13.2,.470,4.2,7.8,.537,2.0,5.5,.375,2.5,3.2,.776,1.4,6.2,7.6,2.4,0.6,1.1,2.1,17.0,8.80
Isaiah Briscoe,Kentucky,70,69,31.3,4.2,9.3,.455,3.9,7.9,.495,0.3,1.4,.229,2.2,3.9,.555,1.5,3.9,5.4,3.7,0.9,0.2,2.2,10.9,9.67
Ryan Broekhoff,Valparaiso,134,107,27.2,3.8,8.2,.464,1.9,3.6,.536,1.9,4.6,.408,2.4,2.9,.818,1.4,4.9,6.3,1.8,1.0,0.7,1.4,11.9,0.23
Bruce Brown,Hampton,114,75,20.4,3.7,6.2,.602,3.7,6.2,.602,0.0,0.0,,1.5,3.2,.470,1.8,3.2,5.0,0.4,0.2,1.2,1.8,9.0,-10.69
Troy Brown,Providence,118,,14.4,2.3,4.8,.480,2.2,4.6,.478,0.1,0.2,.522,1.3,1.8,.688,,,4.2,0.3,0.3,0.5,,5.9,7.58
Jalen Brunson,Villanova,116,115,28.9,5.0,9.8,.510,3.5,5.9,.587,1.5,3.9,.393,2.9,3.5,.820,0.4,2.1,2.5,3.7,0.8,0.0,1.9,14.4,9.74
Deonte Burton,Nevada,130,128,33.8,5.0,11.4,.439,3.6,7.2,.498,1.4,4.2,.337,4.8,6.4,.751,0.4,2.5,2.9,4.0,1.3,0.4,2.2,16.2,2.59
Jevon Carter,West Virginia,144,112,29.9,4.1,10.0,.407,2.4,5.3,.453,1.7,4.7,.355,2.4,3.0,.798,0.9,2.8,3.7,3.9,2.3,0.2,1.8,12.2,9.53
Wendell Carter,Texas,48,,,1.1,2.1,.505,1.0,2.1,.500,0.0,0.1,.667,0.3,0.9,.364,,,1.8,0.2,0.4,0.4,,2.5,6.62
Troy Caupain,Cincinnati,137,102,29.1,3.2,8.0,.397,2.0,4.6,.438,1.1,3.3,.338,2.2,2.8,.762,0.5,3.1,3.6,3.8,1.1,0.2,1.6,9.6,5.10
Joe Chealey,College of Charleston,129,109,31.1,4.1,10.2,.404,2.7,6.2,.440,1.4,4.0,.347,4.5,5.6,.805,0.5,3.0,3.5,3.1,0.9,0.1,1.9,14.2,-1.66
Chris Chiozza,Florida,139,65,25.1,2.5,6.3,.391,1.5,3.5,.445,0.9,2.9,.327,1.5,2.0,.747,0.4,2.8,3.2,4.1,1.4,0.1,1.6,7.4,9.99
Gary Clark,Wake Forest,109,26,13.9,1.8,4.0,.451,1.0,2.2,.465,0.8,1.8,.434,0.7,1.0,.752,0.3,0.9,1.1,0.7,0.6,0.1,0.8,5.1,7.64
Bonzie Colson,Notre Dame,125,82,25.1,4.9,9.2,.528,4.5,8.1,.552,0.4,1.1,.350,2.9,3.8,.772,2.1,5.1,7.2,1.0,1.0,1.2,1.0,13.1,8.58
Tyler Davis,Dartmouth,43,0,3.4,0.4,1.3,.296,0.2,0.7,.357,0.1,0.6,.231,0.5,0.8,.629,0.2,0.4,0.6,0.2,0.2,0.1,0.3,1.4,-6.17
Angel Delgado,Seton Hall,132,130,30.6,4.9,9.1,.538,4.9,9.0,.541,0.0,0.0,.000,2.3,4.3,.539,3.9,7.1,11.0,1.7,0.6,0.8,2.2,12.1,8.80
Marcus Derrickson,Georgetown,89,73,25.7,3.3,7.2,.459,2.0,3.9,.513,1.3,3.3,.397,2.4,2.8,.856,1.7,4.0,5.6,1.4,0.5,0.6,1.7,10.3,7.70
Hamidou Diallo,Kentucky,37,37,24.8,3.6,8.5,.428,2.9,6.4,.458,0.7,2.1,.338,2.1,3.4,.616,0.9,2.8,3.6,1.2,0.8,0.4,1.4,10.0,10.73
Donte DiVincenzo,Villanova,85,12,25.4,3.6,7.6,.469,2.0,3.6,.573,1.5,4.0,.378,1.6,2.2,.705,1.1,2.9,4.0,2.4,0.9,0.2,1.6,10.2,9.74
Trevon Duval,Duke,37,34,29.8,4.0,9.4,.428,3.2,6.5,.490,0.8,2.9,.290,1.4,2.4,.596,0.5,1.4,2.0,5.6,1.5,0.1,2.8,10.3,9.71
Vince Edwards,Western Kentucky,53,,,0.6,1.5,.390,0.6,1.5,.416,0.0,0.1,.000,0.2,0.5,.423,,,1.0,1.0,0.3,0.1,,1.4,
Drew Eubanks,Oregon State,96,94,28.3,4.7,7.8,.598,4.7,7.8,.598,0.0,0.0,,2.4,3.5,.693,1.9,4.6,6.6,0.9,0.5,1.7,2.0,11.7,6.57
Jacob Evans,Cincinnati,105,80,29.1,4.0,9.4,.429,2.4,5.0,.476,1.7,4.4,.377,2.0,2.7,.755,1.3,3.0,4.3,2.5,1.1,0.9,1.3,11.7,4.75
Melvin Frazier,Tulane,94,69,27.7,3.8,7.9,.481,3.0,5.2,.572,0.9,2.8,.312,2.1,3.2,.653,1.2,3.2,4.4,1.7,1.6,0.5,2.0,10.6,3.37
Billy Garrett,DePaul,125,119,29.2,3.7,9.6,.386,2.6,6.1,.423,1.1,3.5,.323,4.5,5.4,.841,0.3,2.4,2.7,3.5,0.9,0.2,2.6,13.1,7.77
Harry Giles,Duke,26,6,11.5,1.7,3.0,.577,1.7,3.0,.577,0.0,0.0,,0.5,0.9,.500,1.6,2.3,3.8,0.3,0.3,0.7,0.7,3.9,10.91
Shai Gilgeous-Alexander,Kentucky,37,24,33.7,4.9,10.2,.485,4.3,8.6,.500,0.6,1.5,.404,3.9,4.7,.817,0.9,3.2,4.1,5.1,1.6,0.5,2.7,14.4,10.73
Brandon Goodwin,Florida Gulf Coast,68,67,32.5,6.5,13.3,.490,5.1,8.7,.582,1.4,4.5,.314,4.1,5.4,.769,1.0,4.1,5.0,4.4,1.3,0.1,2.5,18.5,
Devonte' Graham,Kansas,142,111,31.7,3.8,9.1,.422,1.8,4.0,.437,2.1,5.1,.409,2.5,3.2,.787,0.4,2.7,3.1,4.5,1.4,0.1,1.9,12.3,11.86
Donte Grantham,Clemson,114,113,30.2,3.5,8.5,.414,2.1,4.3,.494,1.4,4.2,.333,1.2,1.6,.726,1.4,3.4,4.8,1.9,0.9,0.7,1.5,9.6,8.32
Dusty Hannahs,Arkansas,68,43,25.8,5.0,11.2,.448,2.8,5.7,.486,2.3,5.6,.410,3.1,3.4,.889,0.6,1.5,2.0,1.1,0.5,0.1,1.5,15.4,
Aaron Holiday,UCLA,101,65,31.8,4.7,10.5,.450,2.9,6.2,.469,1.8,4.2,.422,3.1,3.9,.795,0.5,2.7,3.2,4.7,1.2,0.2,3.0,14.3,7.65
Kevin Huerter,Maryland,65,65,31.9,4.2,9.0,.466,2.1,3.6,.572,2.1,5.4,.394,1.5,2.0,.748,0.8,4.2,5.0,3.0,0.8,0.7,1.9,12.0,8.11
Isaac Humphries,Kentucky,61,2,8.6,1.0,2.1,.473,1.0,2.1,.473,0.0,0.0,,0.4,0.7,.650,1.2,1.5,2.7,0.2,0.2,0.6,0.4,2.4,9.67
Chandler Hutchison,Boise State,123,89,24.0,4.3,8.9,.476,3.6,7.1,.508,0.6,1.8,.353,2.9,4.2,.687,1.1,4.3,5.5,2.1,1.0,0.2,1.9,12.0,2.57
Frank Jackson,Georgia Southern,52,,,1.8,3.8,.472,1.8,3.8,.472,0.0,0.0,,1.5,2.7,.550,,,4.3,0.3,0.2,1.0,,5.0,-6.08
Jaren Jackson,Georgetown,130,40,16.5,2.9,6.4,.444,2.6,5.4,.477,0.8,2.1,.365,1.2,1.7,.709,,,2.9,1.2,1.0,0.2,1.3,7.5,8.40
Amile Jefferson,Duke,150,103,22.3,2.8,4.6,.620,2.8,4.6,.620,0.0,0.0,,1.5,2.6,.575,2.4,3.9,6.3,0.9,0.6,0.9,0.9,7.2,9.88
Alize Johnson,Missouri State,66,66,30.7,5.2,11.3,.457,3.9,7.5,.523,1.2,3.8,.325,3.3,4.6,.716,3.2,7.9,11.1,2.4,0.5,0.3,2.3,14.9,0.82
B.J. Johnson,Villanova,29,1,4.9,0.1,0.6,.188,0.1,0.3,.300,0.0,0.2,.000,0.3,0.4,.692,0.1,0.2,0.4,0.1,0.3,0.0,0.3,0.5,6.46
Jemerrio Jones,New Mexico State,68,33,26.4,4.4,8.8,.503,4.3,7.8,.547,0.1,1.0,.138,1.4,2.5,.573,3.3,7.5,10.8,3.1,1.1,0.6,2.2,10.4,-2.46
George King,Colorado,127,89,22.6,3.5,7.9,.444,2.1,4.3,.478,1.4,3.6,.401,1.8,2.4,.731,1.4,3.9,5.4,0.7,0.4,0.3,1.5,10.2,7.36
Kevin Knox,Kentucky,37,37,32.4,5.3,11.9,.445,3.8,7.4,.509,1.5,4.5,.341,3.4,4.4,.774,0.9,4.5,5.4,1.4,0.8,0.3,2.3,15.6,10.73
Zach Lofton,New Mexico State,33,31,31.9,6.6,14.4,.456,3.9,7.5,.526,2.6,6.9,.380,4.3,5.6,.772,1.1,3.9,5.0,1.7,1.1,0.1,2.2,20.1,
Jordan Loyd,Furman,28,13,21.0,2.0,5.4,.367,1.5,3.4,.427,0.5,1.9,.259,1.5,2.2,.661,0.7,2.8,3.5,1.8,0.5,0.1,1.6,5.9,-4.60
Daryl Macon,Arkansas,71,51,28.0,4.4,9.9,.450,2.3,4.6,.500,2.1,5.2,.405,4.1,4.7,.871,0.5,2.3,2.8,3.1,1.1,0.1,1.8,15.1,9.22
J.P. Macura,Xavier,141,79,25.0,3.5,7.8,.448,2.2,4.2,.532,1.3,3.7,.352,2.3,2.8,.798,1.1,2.1,3.2,2.1,1.2,0.2,1.5,10.6,9.72
Yante Maten,Georgia,128,97,27.9,5.1,10.6,.483,4.7,9.5,.493,0.5,1.1,.403,4.0,5.4,.755,2.6,4.3,6.9,1.0,0.4,1.6,1.9,14.7,9.05
Tahjere McCall,Tennessee State,58,55,31.0,4.6,10.3,.445,4.1,8.4,.486,0.5,1.9,.266,4.8,6.9,.699,1.5,3.5,5.1,4.0,2.6,0.4,3.4,14.5,
De'Anthony Melton,USC,36,25,27.0,2.8,6.4,.437,2.2,4.4,.510,0.6,2.1,.284,2.1,3.0,.706,1.4,3.3,4.7,3.5,1.9,1.0,1.8,8.3,6.40
Chimezie Metu,USC,104,71,27.0,4.8,8.9,.533,4.6,8.5,.545,0.1,0.4,.302,2.7,3.9,.692,1.8,4.5,6.3,1.2,0.7,1.6,1.7,12.3,6.78
Sviatoslav Mykhailiuk,Kansas,136,70,22.6,3.1,7.3,.428,1.4,3.0,.455,1.7,4.3,.409,0.7,1.0,.746,0.7,1.8,2.5,1.5,0.7,0.2,1.1,8.7,11.86
Josh Okogie,Georgia Tech,61,61,33.0,5.4,12.3,.437,4.3,9.4,.454,1.1,2.8,.382,5.1,6.6,.777,1.8,4.0,5.8,2.0,1.5,0.8,2.3,16.9,7.84
Theo Pinson,UNC,122,58,21.7,2.1,5.0,.431,1.8,3.5,.504,0.4,1.5,.257,1.6,2.2,.734,1.2,3.2,4.4,3.4,0.8,0.3,1.5,6.3,11.50
Cameron Reynolds,Tulane,135,69,26.3,3.6,9.3,.387,2.2,5.1,.432,1.4,4.3,.334,1.5,2.1,.716,0.9,3.5,4.5,1.2,0.6,0.3,1.2,10.1,1.74
Duncan Robinson,Michigan,115,49,24.9,3.1,6.8,.455,1.0,1.9,.545,2.1,4.9,.419,1.1,1.2,.864,0.5,2.1,2.5,1.2,0.6,0.3,0.7,9.3,9.16
Jerome Robinson,Bradley,113,68,25.1,2.7,6.2,.440,1.9,3.9,.477,0.8,2.3,.375,2.1,2.8,.741,0.6,3.6,3.2,1.8,0.8,0.6,1.5,8.4,3.22
Brandon Sampson,LSU,85,40,20.2,2.7,6.0,.442,1.7,2.9,.566,1.0,3.1,.324,1.6,2.2,.745,0.5,1.8,2.3,1.0,0.6,0.2,1.3,7.9,7.91
Collin Sexton,Alabama,33,32,29.9,5.9,13.3,.447,4.6,9.3,.495,1.3,4.0,.336,5.9,7.6,.778,1.0,2.7,3.8,3.6,0.8,0.1,2.8,19.2,10.64
Landry Shamet,Wichita State,71,68,28.6,4.2,8.7,.480,1.9,3.6,.542,2.2,5.1,.437,2.3,2.8,.811,0.5,2.5,3.0,4.1,0.8,0.2,1.5,12.9,4.22
Jordan Sibert,Dayton,73,69,29.8,4.4,9.7,.456,2.2,3.9,.561,2.2,5.8,.384,3.0,3.9,.760,0.3,2.5,2.8,1.7,1.3,0.1,1.5,14.1,
Zhaire Smith,Texas Tech,37,21,28.4,4.2,7.5,.556,3.7,6.4,.574,0.5,1.1,.450,2.5,3.4,.717,2.2,2.8,5.0,1.8,1.1,1.1,1.1,11.3,9.60
Omari Spellman,Villanova,40,39,28.1,4.0,8.4,.476,2.4,4.7,.511,1.6,3.8,.433,1.2,1.8,.700,2.3,5.8,8.0,0.8,0.7,1.5,1.0,10.9,10.24
Jared Terrell,Rhode Island,134,131,31.6,4.4,10.8,.406,2.9,6.8,.430,1.4,3.9,.365,2.9,3.8,.763,0.7,2.3,3.0,2.1,1.3,0.2,1.7,13.1,3.85
Khyri Thomas,Creighton,102,95,27.2,4.2,8.2,.511,2.9,5.1,.578,1.3,3.2,.406,1.5,2.1,.719,1.1,3.5,4.6,2.5,1.4,0.3,1.6,11.2,7.83
Gary Trent,Ohio,93,,33.8,8.6,14.9,.573,8.4,14.2,.590,0.2,0.7,.246,5.4,7.8,.687,,,11.3,2.0,0.6,1.1,3.3,22.7,0.19
Allonzo Trier,Arizona,78,67,31.5,5.1,10.6,.479,3.2,5.7,.566,1.8,4.9,.378,4.7,5.7,.827,0.4,3.3,3.7,2.4,0.5,0.2,2.0,16.8,7.23
Jarred Vanderbilt,Kentucky,14,0,17.0,2.1,4.9,.426,2.1,4.8,.433,0.0,0.1,.000,1.7,2.7,.632,3.3,4.6,7.9,1.0,0.4,0.8,1.1,5.9,10.73
Moritz Wagner,Michigan,107,77,21.0,3.9,7.2,.547,2.9,4.5,.643,1.0,2.7,.385,1.5,2.2,.698,1.2,3.3,4.5,0.5,0.8,0.4,1.2,10.4,9.16
Brad Wanamaker,Pitt,134,68,23.5,2.7,6.1,.437,2.2,4.6,.466,0.5,1.5,.344,2.3,3.2,.722,0.9,3.0,3.9,3.4,1.0,0.2,1.9,8.1,7.92
Julian Washburn,UTEP,130,126,34.2,4.6,10.5,.435,3.6,7.8,.468,0.9,2.7,.341,1.7,2.5,.699,0.8,3.0,3.8,2.1,0.9,0.4,1.6,11.7,1.19
Yuta Watanabe,George Washington,134,107,30.1,3.8,8.9,.425,2.6,5.5,.481,1.2,3.5,.337,2.1,2.7,.788,1.1,3.4,4.5,1.5,0.7,1.1,1.3,10.9,2.82
Thomas Welsh,UCLA,132,94,25.0,4.0,7.5,.537,3.7,6.6,.554,0.3,0.9,.407,1.0,1.3,.798,2.4,5.5,7.8,0.8,0.4,1.1,0.7,9.5,7.80
Johnathan Williams,Charlotte,14,0,,0.1,0.6,.250,0.0,0.3,.000,0.1,0.3,.500,0.1,0.1,.500,0.1,0.1,0.1,0.1,0.1,0.0,0.4,0.5,8.25
Kenrich Williams,TCU,102,85,32.2,4.1,8.4,.484,3.1,5.8,.533,1.0,2.6,.375,1.9,3.0,.625,3.0,5.6,8.6,2.7,1.4,0.7,1.4,11.0,8.65
Robert Williams,Florida Atlantic,122,59,21.1,2.7,5.6,.487,2.7,5.6,.487,0.0,0.0,,1.2,2.1,.551,2.2,2.5,4.7,0.4,0.4,0.6,1.2,6.6,-5.22
Trae Young,Oklahoma,32,32,35.4,8.2,19.3,.422,4.5,9.1,.493,3.7,10.3,.360,7.4,8.6,.861,0.4,3.5,3.9,8.7,1.7,0.3,5.2,27.4,10.56
Jarrett Allen,Texas,33,33,32.2,5.4,9.6,.566,5.4,9.4,.579,0.0,0.2,.000,2.5,4.5,.564,3.0,5.4,8.4,0.8,0.6,1.5,2.5,13.4,12.75
Kadeem Allen,Arizona,68,61,27.5,3.0,6.6,.459,2.3,4.8,.482,0.7,1.8,.400,2.3,3.1,.725,0.3,3.3,3.6,3.3,1.3,0.7,2.0,9.1,7.43
Ike Anigbogu,UCLA,29,0,13.0,2.0,3.5,.564,2.0,3.5,.564,0.0,0.0,,0.8,1.5,.535,1.4,2.6,4.0,0.2,0.2,1.2,0.8,4.7,6.39
OG Anunoby,Indiana,50,10,17.4,2.7,4.8,.563,2.1,3.3,.652,0.5,1.5,.365,0.9,1.8,.522,1.4,2.1,3.5,0.8,1.0,0.9,1.1,6.8,7.53
Ryan Arcidiacono,Villanova,144,142,31.9,3.4,8.5,.397,1.6,3.5,.453,1.8,5.1,.358,2.6,3.2,.800,0.3,2.0,2.3,3.7,1.2,0.0,1.8,11.1,8.32
Jamel Artis,Pitt,135,98,27.6,4.3,9.1,.470,3.0,5.8,.524,1.3,3.3,.378,2.7,3.6,.759,1.4,3.3,4.6,2.3,0.5,0.3,1.9,12.6,8.68
Dwayne Bacon,Florida State,69,67,28.8,6.1,13.5,.449,4.8,9.3,.510,1.3,4.1,.312,3.1,4.2,.733,1.2,3.8,5.0,1.6,1.0,0.1,2.1,16.5,8.52
Lonzo Ball,UCLA,36,36,35.1,5.3,9.5,.551,3.0,4.1,.732,2.2,5.4,.412,1.8,2.7,.673,0.9,5.1,6.0,7.6,1.8,0.8,2.5,14.6,6.39
Jordan Bell,Oregon,105,62,24.7,3.3,5.4,.610,3.3,5.2,.622,0.0,0.2,.188,1.2,1.8,.630,2.1,4.7,6.8,1.5,1.1,2.2,1.5,7.8,8.23
Khem Birch,UNLV,59,47,27.2,3.3,6.2,.527,3.3,6.2,.527,0.0,0.0,,3.1,4.6,.678,3.2,5.0,8.2,0.9,0.7,3.3,1.3,9.6,
Jabari Bird,California,114,80,26.4,3.9,8.9,.442,2.3,4.5,.512,1.6,4.4,.371,1.2,1.6,.753,0.8,2.5,3.3,1.2,0.5,0.3,1.2,10.8,6.95
Antonio Blakeney,LSU,64,54,31.8,5.2,11.7,.444,3.5,6.9,.510,1.6,4.7,.347,2.8,3.8,.736,0.9,3.2,4.1,1.3,0.7,0.1,1.4,14.8,7.85
Chris Boucher,Oregon,69,47,24.8,4.3,8.2,.532,3.3,5.0,.650,1.1,3.2,.344,2.2,3.4,.641,2.3,4.5,6.8,0.4,0.6,2.7,1.1,12.0,8.51
Tony Bradley,UNC,38,0,14.6,2.7,4.7,.573,2.7,4.7,.573,0.0,0.0,,1.7,2.8,.619,2.6,2.6,5.1,0.6,0.3,0.6,0.7,7.1,11.76
Dillon Brooks,Oregon,109,98,28.9,5.4,11.4,.472,4.2,8.0,.518,1.2,3.4,.362,2.8,3.5,.794,1.6,2.9,4.5,2.6,0.9,0.5,2.1,14.8,8.23
Sterling Brown,Washington,32,0,4.9,0.6,1.4,.435,0.4,0.9,.483,0.2,0.5,.353,0.3,0.5,.533,0.3,0.4,0.8,0.4,0.1,0.0,0.3,1.7,10.11
Thomas Bryant,Indiana,69,69,25.3,4.4,7.5,.592,4.0,6.4,.630,0.4,1.1,.373,3.0,4.1,.718,2.1,4.1,6.2,1.2,0.6,1.2,2.0,12.2,7.53
Alex Caruso,Texas A&M,137,120,28.7,2.8,6.1,.455,2.1,4.2,.509,0.7,2.0,.340,1.7,2.5,.685,0.8,3.0,3.7,4.7,2.0,0.4,2.5,8.0,5.71
Tyler Cavanaugh,George Washington,73,73,31.3,5.6,11.8,.476,4.0,7.8,.508,1.6,4.0,.412,4.7,5.6,.837,2.2,5.8,8.0,1.6,0.5,0.3,2.4,17.5,
Gian Clavell,Colorado State,70,39,31.0,5.0,11.9,.418,2.9,6.0,.473,2.1,5.9,.362,3.1,4.4,.698,0.9,4.2,5.2,1.7,1.3,0.6,1.6,15.2,1.47
Antonius Cleveland,Southeast Missouri State,121,108,28.8,4.8,9.8,.494,4.3,8.0,.540,0.5,1.8,.288,2.7,4.4,.612,1.4,3.3,4.7,2.0,1.3,0.6,1.9,12.9,-4.51
John Collins,Wake Forest,64,34,20.7,4.9,8.2,.601,4.9,8.2,.602,0.0,0.0,.000,3.6,4.9,.729,2.8,4.2,7.0,0.4,0.5,1.2,1.4,13.4,10.16
Zach Collins,Gonzaga,39,0,17.3,3.5,5.3,.652,3.2,4.8,.672,0.3,0.5,.476,2.8,3.8,.743,1.7,4.2,5.9,0.4,0.5,1.8,1.5,10.0,4.13
Kyle Collinsworth,BYU,140,128,30.9,4.4,9.2,.477,4.2,8.5,.495,0.2,0.8,.280,3.2,4.9,.642,2.2,5.3,7.5,5.0,1.6,0.4,2.6,12.2,4.71
Charles Cooke,Dayton,61,58,31.9,5.1,11.4,.451,3.4,7.0,.484,1.8,4.4,.399,3.6,5.2,.695,1.2,4.3,5.5,2.3,1.2,1.1,1.9,15.7,
Matt Costello,Michigan State,138,62,16.5,2.4,4.2,.567,2.3,4.1,.576,0.0,0.1,.167,1.3,1.8,.713,1.7,2.9,4.7,0.8,0.4,1.1,0.7,6.0,9.21
Torrey Craig,USC Upstate,131,124,31.0,5.7,13.8,.413,3.4,6.9,.495,2.3,6.9,.330,2.6,3.8,.671,2.1,5.1,7.2,1.8,1.1,0.8,2.6,16.2,-2.98
Tyler Dorsey,Oregon,75,74,30.0,4.6,10.0,.455,2.5,5.1,.493,2.1,5.0,.416,2.9,3.9,.732,1.1,2.8,3.9,1.8,0.8,0.1,1.7,14.1,8.51
Damyean Dotson,Houston,64,64,32.6,5.7,11.8,.485,3.1,5.3,.575,2.7,6.5,.412,1.5,1.9,.832,1.7,5.1,6.9,1.2,0.8,0.2,1.0,15.6,
Milton Doyle,Loyola (IL),121,98,30.4,4.4,10.2,.438,3.3,6.8,.484,1.2,3.4,.344,3.2,4.5,.718,0.7,3.4,4.1,3.8,1.2,0.6,3.1,13.3,0.36
PJ Dozier,South Carolina,70,64,24.0,4.0,10.1,.398,3.3,7.4,.442,0.7,2.7,.277,1.6,2.8,.579,0.9,3.0,3.9,2.4,1.3,0.3,2.4,10.4,7.99
Jawun Evans,Oklahoma State,54,52,29.1,5.7,12.7,.448,4.7,10.2,.458,1.0,2.5,.407,4.2,5.1,.818,0.6,3.2,3.8,5.8,1.5,0.1,2.7,16.6,10.51
De'Aaron Fox,Kentucky,36,34,29.6,5.9,12.4,.479,5.5,10.5,.521,0.5,1.9,.246,4.3,5.9,.736,0.6,3.4,4.0,4.6,1.5,0.2,2.4,16.7,10.49
Markelle Fultz,Washington,25,25,35.7,8.4,17.6,.476,6.3,12.5,.502,2.1,5.0,.413,4.4,6.7,.649,1.3,4.4,5.7,5.9,1.6,1.2,3.2,23.2,6.82
Josh Gray,LSU,63,29,20.1,2.5,6.0,.415,2.1,4.5,.470,0.3,1.4,.242,1.0,1.6,.610,0.3,1.8,2.1,2.8,1.0,0.0,2.0,6.3,
Daniel Hamilton,UConn,71,71,31.6,4.2,10.9,.384,2.9,7.1,.409,1.3,3.9,.337,2.0,2.6,.772,1.0,7.3,8.3,4.2,1.0,0.4,2.3,11.7,5.25
Shaquille Harrison,Tulsa,133,133,30.2,3.9,8.7,.444,3.6,7.5,.479,0.2,1.2,.216,3.2,4.9,.645,0.9,3.6,4.5,3.5,1.8,0.4,2.3,11.1,2.67
Josh Hart,Villanova,146,77,28.0,4.6,9.1,.511,3.2,5.4,.592,1.4,3.6,.389,2.5,3.4,.720,1.7,3.8,5.6,1.8,1.1,0.3,1.3,13.2,8.51
Nigel Hayes,Wisconsin,150,112,29.6,4.0,9.1,.446,3.4,7.0,.478,0.7,2.0,.332,3.6,5.5,.666,1.8,3.5,5.3,2.1,0.9,0.4,1.6,12.4,9.82
Reggie Hearn,Northwestern,95,63,20.2,2.3,5.1,.457,1.5,2.8,.541,0.8,2.3,.353,1.6,2.1,.752,0.7,2.1,2.8,1.0,0.6,0.2,1.2,7.1,7.17
Myke Henry,DePaul,63,63,28.5,5.0,10.1,.500,4.2,7.8,.538,0.8,2.3,.371,1.9,2.7,.706,2.1,3.7,5.8,1.1,1.0,0.4,2.3,12.8,
Isaiah Hicks,UNC,151,45,16.2,2.8,4.9,.573,2.8,4.9,.577,0.0,0.0,.167,1.8,2.5,.725,1.5,2.2,3.6,0.7,0.3,0.5,1.1,7.4,10.66
John Holland,Boston University,129,108,32.5,5.6,12.9,.434,3.6,7.4,.493,2.0,5.6,.355,4.0,4.9,.807,1.7,3.9,5.6,1.2,1.6,0.3,1.9,17.1,-4.23
Vince Hunter,UTEP,67,58,27.1,4.9,9.1,.540,4.9,8.9,.544,0.1,0.2,.333,3.7,6.1,.604,2.5,5.4,7.9,1.5,1.0,0.9,2.4,13.6,-0.23
Andre Ingram,American,118,117,33.2,4.7,12.1,.393,2.5,6.2,.401,2.2,5.8,.385,2.3,2.9,.787,0.9,3.6,4.5,1.7,1.0,0.1,1.8,14.0,-5.01
Jonathan Isaac,Florida State,32,32,26.2,4.1,8.0,.508,3.1,5.2,.593,1.0,2.8,.348,2.9,3.7,.780,1.8,6.1,7.8,1.2,1.2,1.5,1.5,12.0,8.87
Wesley Iwundu,Kansas State,132,123,28.2,3.2,6.9,.463,2.8,5.8,.488,0.4,1.1,.338,2.6,3.8,.688,1.2,3.5,4.7,2.8,0.9,0.4,2.1,9.5,9.51
