2P,2PA,2PP,3P,3P%,3PA,AST,BLK,DRB,FG,FGA,FGP,FT,FTA,FTP,G,GS,MP,ORB,PF,PTS,Player,SOS,STL,School,TOV,TRB,year
2.5,5.2,.483,2.3,.419,5.5,2.9,0.1,2.2,4.8,10.7,.450,3.6,4.5,.803,132,83,29.4,0.6,,15.5,Isaiah Canaan,-3.56,1.2,Murray State,2.4,2.8,2014
2.1,4.8,.438,0.6,.307,2.1,5.2,0.4,2.7,2.7,6.8,.398,2.2,3.2,.679,66,40,25.4,0.9,,8.2,Michael Carter-Williams,8.29,2.0,Syracuse,2.3,3.6,2014
2.6,5.0,.516,2.5,.360,6.8,2.0,0.2,3.4,5.0,11.8,.426,3.2,4.2,.778,130,98,29.6,1.0,,15.7,Dionte Christmas,3.89,1.2,Temple,2.2,4.4,2014
2.6,4.6,.563,2.6,.425,6.0,2.2,0.2,2.4,5.1,10.6,.484,1.6,2.0,.810,133,131,28.7,0.5,,14.4,Ian Clark,-2.50,1.2,Belmont,2.1,2.9,2014
3.7,7.4,.502,1.5,.422,3.7,1.2,1.3,4.8,5.3,11.1,.476,2.7,3.4,.802,118,111,30.0,2.6,,14.8,Robert Covington,-2.86,1.5,Tennessee State,2.3,7.4,2014
3.3,6.6,.500,2.1,.382,5.6,2.2,0.6,4.8,5.4,12.2,.446,2.7,3.3,.819,98,97,34.7,0.9,,15.7,Allen Crabbe,7.16,0.9,California,1.9,5.7,2014
2.0,4.4,.462,2.1,.420,5.0,2.0,0.2,1.7,4.1,9.4,.439,2.8,3.3,.825,106,86,29.1,0.6,,13.2,Seth Curry,,1.2,Duke,1.4,2.3,2014
0.4,0.9,.404,2.0,.386,5.2,0.4,0.1,1.6,2.4,6.1,.389,0.5,0.7,.782,125,57,16.9,0.5,,7.3,Troy Daniels,2.38,0.6,VCU,0.6,2.1,2014
4.5,8.5,.525,0.0,.333,0.1,1.6,0.9,4.4,4.5,8.6,.522,3.4,5.1,.660,135,98,24.1,1.8,,12.4,Brandon Davies,3.51,1.0,BYU,2.1,6.2,2014
3.0,5.7,.528,0.0,.000,0.1,0.5,1.7,4.0,3.0,5.8,.520,1.1,1.7,.614,51,49,22.7,2.3,,7.1,Dewayne Dedmon,7.41,0.9,USC,1.5,6.4,2014
2.2,4.9,.456,2.1,.378,5.6,5.6,0.1,2.6,4.3,10.5,.415,3.4,4.0,.860,136,132,36.4,0.8,,14.2,Matthew Dellavedova,2.06,1.1,Saint Mary's,2.5,3.4,2014
3.3,6.0,.546,0.0,.333,0.0,1.2,2.6,4.9,3.3,6.1,.545,1.7,2.7,.640,102,81,27.3,3.0,,8.3,Gorgui Dieng,8.78,1.0,Louisville,1.6,7.9,2014
2.8,5.4,.521,0.5,.298,1.5,1.0,0.6,3.0,3.2,6.9,.472,2.1,3.2,.642,62,52,22.8,1.6,,9.0,Shane Edwards,-3.99,0.8,Little Rock,1.7,4.7,2014
2.6,4.7,.545,1.1,.326,3.2,1.3,0.8,3.5,3.6,8.0,.456,1.9,2.6,.704,94,69,27.9,1.3,,10.2,Carrick Felix,5.37,1.0,Arizona State,1.7,4.8,2014
3.1,6.2,.504,1.2,.302,3.8,1.9,0.6,5.5,4.3,10.0,.426,4.0,5.1,.780,85,54,25.9,1.5,,13.7,Jamaal Franklin,5.45,1.0,San Diego State,2.6,7.0,2014
4.2,8.9,.478,0.5,.266,1.9,2.7,0.5,3.2,4.8,10.8,.440,4.1,6.4,.637,33,33,31.8,1.5,,14.1,Archie Goodwin,5.78,1.1,Kentucky,3.1,4.6,2014
2.5,5.5,.461,0.7,.340,1.9,3.3,0.1,3.1,3.2,7.4,.430,2.5,3.4,.737,129,79,26.6,0.7,,9.6,Jorge Gutierrez,7.29,1.1,California,2.1,3.8,2014
2.0,3.3,.589,0.7,.331,2.1,2.7,0.3,2.3,2.6,5.4,.489,0.9,1.2,.739,113,73,31.2,0.8,,6.9,Justin Hamilton,8.03,1.5,Florida,1.5,2.6,2014
4.8,9.4,.512,0.7,.352,2.0,4.5,0.2,,4.6,9.4,.486,3.0,4.2,.718,124,92,28.8,,,12.8,Tim Hardaway,2.63,2.1,UTEP,2.0,2.6,2014
4.4,7.9,.550,0.6,.356,1.6,1.3,0.5,5.3,4.9,9.5,.517,3.3,4.6,.723,135,133,28.0,2.0,,13.8,Elias Harris,3.82,0.9,Gonzaga,1.8,7.3,2014
2.7,5.1,.528,0.8,.375,2.2,2.2,0.4,3.8,3.5,7.3,.481,2.5,3.3,.745,139,129,29.0,1.8,,10.3,Solomon Hill,7.05,0.9,Arizona,2.1,5.6,2014
3.1,6.3,.502,1.5,.354,4.1,1.3,0.2,2.3,4.6,10.4,.444,2.0,3.0,.671,103,98,26.8,0.8,,12.7,Scotty Hopson,8.06,0.8,Tennessee,2.1,3.1,2014
2.9,6.0,.483,1.7,.389,4.4,2.1,0.9,4.9,4.6,10.4,.443,3.1,3.7,.841,127,120,30.2,1.9,,14.0,Robbie Hummel,7.48,1.0,Purdue,1.1,6.8,2014
0.7,1.2,.540,0.0,.000,0.0,0.4,0.3,1.2,0.7,1.2,.529,0.4,0.9,.474,41,0,16.3,0.7,,1.8,Ryan Kelly,-2.08,0.2,Eastern Illinois,0.6,1.9,2014
2.3,4.6,.491,1.5,.375,4.0,3.6,0.1,2.7,3.8,8.6,.438,2.2,2.7,.808,68,54,31.3,0.5,,11.2,Shane Larkin,7.03,1.8,Miami (FL),2.1,3.2,2014
3.7,6.8,.548,0.0,.111,0.2,0.8,2.1,4.5,3.8,7.0,.538,2.2,3.3,.663,60,48,24.5,2.4,,9.7,Alex Len,5.32,0.2,Maryland,1.6,7.0,2014
14.5,.507,,,,,2.4,0.2,.804,,36.2,7.4,,,3.6,Ball State,,115,4.5,,18.3,Ray McCallum,-1.54,1.3,,1.9,2.1,2014
5.0,10.5,.470,2.0,.377,5.2,2.7,0.5,4.8,6.9,15.7,.439,5.5,6.7,.825,111,108,32.9,1.5,,21.3,CJ McCollum,-5.41,2.1,Lehigh,2.4,6.3,2014
3.4,6.1,.553,2.0,.420,4.7,2.0,0.7,3.9,5.4,10.8,.495,3.2,3.7,.870,37,36,32.2,1.3,,15.9,Ben McLemore,7.54,1.0,Kansas,2.1,5.2,2014
1.3,3.0,.446,0.8,.306,2.7,2.7,0.0,1.7,2.2,5.7,.379,1.5,1.9,.809,62,29,21.9,0.4,,6.7,Gal Mekel,4.60,0.4,Wichita State,2.0,2.1,2014
0.6,1.5,.380,0.3,.274,1.2,0.5,0.1,,0.9,2.7,.333,0.3,0.6,.455,70,,,,,2.4,Tony Mitchell,-10.52,0.2,North Carolina A&T,,1.5,2014
0.6,1.5,.380,0.3,.274,1.2,0.5,0.1,,0.9,2.7,.333,0.3,0.6,.455,70,,,,,2.4,Tony Mitchell,-10.52,0.2,North Carolina A&T,,1.5,2014
0.6,1.5,.380,0.3,.274,1.2,0.5,0.1,,0.9,2.7,.333,0.3,0.6,.455,70,,,,,2.4,Tony Mitchell,-10.52,0.2,North Carolina A&T,,1.5,2014
0.6,1.5,.380,0.3,.274,1.2,0.5,0.1,,0.9,2.7,.333,0.3,0.6,.455,70,,,,,2.4,Tony Mitchell,-10.52,0.2,North Carolina A&T,,1.5,2014
5.1,10.9,.463,1.3,.377,3.3,0.8,0.1,2.5,6.3,14.3,.443,4.0,5.6,.711,32,30,30.8,2.7,,17.9,Shabazz Muhammad,7.82,0.7,UCLA,1.6,5.2,2014
1.9,3.3,.572,1.1,.435,2.4,0.7,0.6,2.6,2.9,5.7,.514,0.8,1.1,.757,136,67,18.3,1.2,,7.7,Erik Murphy,7.22,0.4,Florida,1.0,3.7,2014
2.8,6.1,.454,1.0,.311,3.1,3.1,0.3,3.4,3.7,9.2,.405,2.6,3.5,.763,139,130,28.8,1.1,,11.1,Toure' Murry,2.35,1.3,Wichita State,2.4,4.5,2014
5.3,10.3,.510,0.2,.313,0.5,1.6,2.0,6.0,5.4,10.8,.501,4.3,5.2,.819,133,118,28.7,2.3,,15.3,Mike Muscala,-3.94,0.4,Bucknell,1.6,8.2,2014
3.0,5.8,.517,1.5,.386,3.9,2.0,0.2,4.2,4.5,9.8,.465,3.1,4.0,.784,123,93,29.4,1.0,,13.7,James Nunnally,-0.86,0.6,UCSB,2.2,5.1,2014
3.4,5.9,.585,0.5,.338,1.4,1.7,0.5,3.2,3.9,7.3,.538,2.5,3.5,.716,104,75,24.6,2.0,,10.7,Victor Oladipo,7.94,1.5,Indiana,2.0,5.2,2014
3.1,4.9,.634,0.2,.333,0.7,1.1,0.5,3.1,3.3,5.6,.594,2.0,2.8,.709,101,31,17.2,1.5,,8.9,Kelly Olynyk,4.00,0.5,Gonzaga,1.4,4.6,2014
4.0,6.2,.648,0.0,,0.0,0.5,1.1,3.6,4.0,6.2,.648,1.1,2.9,.395,134,103,22.8,2.4,,9.2,Arinze Onuaku,8.20,0.7,Syracuse,1.4,6.0,2014
3.7,6.4,.578,0.0,.200,0.1,1.5,1.4,5.4,3.7,6.5,.574,2.4,4.0,.583,141,99,25.9,2.4,,9.8,Mason Plumlee,8.87,0.8,Duke,2.0,7.7,2014
3.7,6.8,.550,0.9,.355,2.4,2.1,0.9,5.3,4.6,9.2,.498,2.8,3.8,.751,64,38,32.5,1.9,,12.8,Otto Porter,7.64,1.5,Georgetown,1.3,7.1,2014
2.1,4.9,.429,1.2,.347,3.3,5.9,0.1,2.3,3.2,8.2,.395,2.1,2.7,.757,99,81,29.7,0.6,,9.7,Phil Pressey,6.06,2.0,Missouri,2.7,3.0,2014
7.5,12.6,.591,1.3,.480,2.8,2.0,0.3,,7.5,13.1,.569,2.3,2.8,.797,134,105,29.8,,,18.2,Glen Rice,9.85,0.8,Michigan,1.8,6.4,2014
3.2,5.7,.555,0.5,.350,1.4,1.1,1.4,7.0,3.6,7.1,.516,1.9,3.2,.582,105,65,28.3,2.9,,9.6,Andre Roberson,6.43,1.6,Colorado,1.7,10.0,2014
2.2,4.5,.482,0.7,.291,2.4,4.7,0.1,2.1,2.9,6.9,.417,2.0,2.8,.737,144,113,26.2,0.3,,8.4,Peyton Siva,8.58,1.8,Louisville,2.7,2.4,2014
3.8,8.9,.432,1.9,.400,4.8,3.4,0.3,,5.7,13.6,.421,3.5,4.6,.761,127,67,33.6,,,16.9,Chris Smith,7.54,1.5,UConn,2.3,2.9,2014
1.4,2.9,.480,1.6,.380,4.2,2.0,0.3,2.0,3.0,7.1,.421,1.6,1.9,.821,104,76,24.8,0.4,,9.2,Tony Snell,4.95,0.5,New Mexico,1.5,2.4,2014
1.5,2.8,.553,1.4,.370,3.7,0.6,0.8,2.5,2.9,6.5,.449,0.7,0.9,.740,112,13,18.7,0.8,,7.9,James Southerland,8.15,0.9,Syracuse,0.6,3.3,2014
1.5,2.2,.669,0.1,.370,0.4,0.3,1.2,2.1,1.6,2.6,.627,0.6,1.0,.633,129,35,13.2,1.2,,4.0,D.J. Stephens,3.69,0.5,Memphis,0.4,3.4,2014
3.3,7.2,.458,0.7,.325,2.3,1.5,0.7,2.8,4.1,9.5,.426,1.9,2.5,.745,55,44,27.5,1.3,,10.7,Adonis Thomas,3.98,0.6,Memphis,1.5,4.0,2014
1.8,3.6,.508,1.3,.440,2.9,1.1,0.4,3.0,3.1,6.5,.478,1.2,1.7,.676,99,57,24.6,1.1,,8.7,Hollis Thompson,9.21,0.8,Georgetown,1.1,4.1,2014
2.8,6.5,.440,1.6,.349,4.7,4.2,0.1,2.1,4.5,11.1,.402,3.5,4.4,.784,131,128,33.0,0.5,,14.1,Casper Ware,0.96,1.6,Long Beach State,2.8,2.5,2014
5.0,9.3,.541,0.1,.333,0.4,5.0,0.9,6.8,5.1,9.6,.534,3.0,6.0,.498,34,33,31.5,2.5,,13.4,Royce White,7.32,1.2,Iowa State,3.8,9.3,2014
2.8,4.9,.567,0.0,1.000,0.0,0.6,2.7,3.8,2.8,4.9,.568,2.4,3.3,.726,117,76,19.8,1.6,,8.0,Jeff Withey,8.34,0.5,Kansas,1.2,5.4,2014
4.8,9.9,.490,1.2,.342,3.6,5.3,0.2,3.8,6.1,13.5,.450,5.1,6.4,.803,127,109,33.1,0.9,,18.5,Nate Wolters,-3.55,1.5,South Dakota State,2.2,4.7,2014
5.5,9.3,.594,0.0,.000,0.0,1.3,1.2,4.7,5.5,9.4,.592,5.0,6.6,.756,72,72,29.0,2.6,,16.1,Cody Zeller,8.09,1.2,Indiana,2.0,7.3,2014
3.6,6.0,.604,0.0,.429,0.1,0.6,1.3,3.8,3.6,6.0,.602,2.5,3.6,.708,139,66,25.1,2.2,,9.8,Quincy Acy,7.20,0.7,Baylor,1.5,6.0,2013
3.3,6.7,.485,3.9,.381,10.3,1.5,0.1,2.7,7.2,17.0,.422,3.7,4.2,.895,64,64,33.6,0.6,,22.0,Josh Akognon,,1.2,Cal State Fullerton,2.2,3.3,2013
4.3,9.1,.469,1.5,.349,4.4,1.3,0.4,3.5,5.8,13.6,.430,3.1,4.3,.734,75,73,29.3,2.0,,16.3,Harrison Barnes,8.61,0.9,UNC,1.9,5.5,2013
4.6,8.4,.546,1.1,.299,3.6,2.9,0.6,4.8,5.7,12.0,.471,2.7,3.7,.733,70,59,32.9,1.7,,15.2,Will Barton,4.20,1.5,Memphis,2.3,6.5,2013
3.2,5.9,.547,0.0,.333,0.0,0.3,0.8,3.6,3.2,5.9,.546,2.3,3.2,.698,122,86,22.0,1.7,,8.7,Aron Baynes,6.91,0.3,Washington State,1.2,5.4,2013
3.0,6.1,.486,0.7,.334,2.1,2.7,0.5,3.2,3.7,8.3,.447,2.0,3.5,.581,140,103,26.3,1.4,,10.1,Kent Bazemore,0.42,1.8,Old Dominion,2.3,4.6,2013
3.0,5.6,.541,1.7,.339,5.0,2.2,0.8,5.4,4.7,10.6,.445,3.6,4.7,.769,37,37,34.2,1.4,,14.8,Bradley Beal,7.33,1.4,Florida,2.1,6.7,2013
2.1,4.6,.463,2.0,.382,5.2,2.8,0.4,4.4,4.1,9.7,.420,2.8,3.9,.730,70,67,34.1,1.2,,13.0,Patrick Beverley,7.74,1.5,Arkansas,2.0,5.5,2013
1.5,3.0,.497,1.0,.361,2.9,1.0,0.8,2.6,2.5,5.9,.431,1.4,2.0,.701,113,42,17.0,1.2,,7.5,Chris Copeland,7.06,0.4,Colorado,1.2,3.8,2013
3.8,6.5,.581,1.4,.350,4.1,1.8,0.9,5.4,5.2,10.6,.492,2.7,4.0,.683,72,52,30.2,2.1,,14.6,Jae Crowder,8.00,1.9,Marquette,1.0,7.6,2013
1.1,2.6,.419,0.8,.329,2.3,0.4,0.4,1.9,1.8,4.9,.377,0.7,1.0,.750,33,12,14.8,0.7,,5.2,Jared Cunningham,2.12,0.4,Cleveland State,0.7,2.6,2013
3.7,8.0,.470,1.1,.311,3.6,2.3,0.3,3.0,4.9,11.6,.420,2.4,3.3,.728,124,115,30.1,1.4,,13.3,Anthony Davis,-1.59,1.6,Austin Peay,2.0,4.4,2013
4.6,8.5,.541,0.0,.000,0.1,0.4,2.7,4.2,4.6,8.6,.538,0.8,2.6,.295,34,30,28.4,3.4,,10.0,Andre Drummond,8.07,0.8,UConn,1.5,7.6,2013
2.0,4.4,.444,1.7,.394,4.3,1.4,0.2,2.4,3.7,8.7,.420,2.1,2.9,.727,141,106,24.2,0.7,,11.1,Kim English,6.32,1.1,Missouri,1.7,3.0,2013
2.7,4.9,.562,0.0,,0.0,0.1,1.7,2.7,2.7,4.9,.562,2.3,3.9,.584,121,67,17.9,1.8,,7.7,Festus Ezeli,6.64,0.3,Vanderbilt,1.6,4.5,2013
3.2,7.1,.447,0.8,.297,2.6,4.8,0.2,2.5,3.9,9.7,.407,2.0,2.7,.729,128,99,30.9,0.3,,10.7,Diante Garrett,6.64,1.2,Iowa State,2.8,2.8,2013
3.1,6.3,.496,0.6,.361,1.7,2.9,0.8,5.6,3.7,8.0,.467,2.3,3.4,.687,145,66,25.0,2.0,,10.5,Draymond Green,9.75,1.2,Michigan State,1.9,7.6,2013
2.4,4.7,.517,2.2,.425,5.2,4.3,0.1,3.1,4.7,10.0,.469,3.5,4.5,.780,69,69,35.4,0.8,,15.1,Ben Hansbrough,,1.1,Notre Dame,2.1,3.9,2013
5.5,10.9,.506,0.5,.215,2.5,1.5,1.4,5.9,6.0,13.3,.452,2.9,4.3,.676,32,32,36.1,2.8,,15.5,Maurice Harkless,6.98,1.6,St. John's (NY),2.5,8.6,2013
4.3,8.5,.505,0.0,.208,0.2,1.0,2.5,5.7,4.4,8.8,.497,1.6,3.2,.484,109,82,23.8,2.5,,10.3,John Henson,9.01,0.6,UNC,1.5,8.1,2013
1.6,3.3,.485,0.5,.343,1.4,1.5,0.5,2.3,2.0,4.6,.443,0.7,1.0,.736,123,56,19.6,1.3,,5.3,Justin Holiday,7.86,0.8,Washington,1.0,3.6,2013
2.1,4.1,.521,3.1,.438,7.1,1.1,0.3,2.3,5.3,11.2,.468,3.3,3.8,.856,98,74,30.6,0.4,,16.9,John Jenkins,7.59,0.7,Vanderbilt,1.3,2.7,2013
1.7,3.3,.505,1.7,.371,4.6,1.1,0.4,3.9,3.4,7.9,.427,2.1,2.6,.826,138,93,24.9,2.3,,10.6,Chris Johnson,3.72,0.8,Dayton,1.1,6.1,2013
1.7,3.3,.505,1.7,.371,4.6,1.1,0.4,3.9,3.4,7.9,.427,2.1,2.6,.826,138,93,24.9,2.3,,10.6,Chris Johnson,3.72,0.8,Dayton,1.1,6.1,2011
4.5,9.1,.498,2.0,.411,4.8,2.7,0.6,4.1,6.5,13.9,.468,4.7,6.3,.736,93,92,33.0,1.7,,19.6,Orlando Johnson,,1.0,UCSB,2.6,5.8,2013
3.2,6.7,.476,2.1,.403,5.2,2.5,0.2,2.5,5.3,12.0,.444,3.0,4.1,.722,105,90,30.8,0.5,,15.7,Darius Johnson-Odom,8.08,0.9,Marquette,2.1,3.1,2013
1.7,3.6,.480,0.1,.169,0.5,0.5,0.5,1.8,1.8,4.1,.440,0.9,1.4,.632,111,32,14.5,0.9,,4.6,DeQuan Jones,7.16,0.5,Miami (FL),1.1,2.4,2013
0.0,0.0,,0.0,.000,0.1,0.1,0.0,0.0,0.0,0.1,.000,0.0,0.2,.000,9,0,1.1,0.0,,0.0,Kevin Jones,3.24,0.0,Bradley,0.0,0.0,2013
5.3,9.8,.539,0.2,.279,0.7,1.2,0.7,4.7,5.5,10.5,.522,2.6,3.8,.678,63,62,32.2,2.7,,13.7,Perry Jones,6.41,0.7,Baylor,2.0,7.4,2013
4.5,9.1,.493,0.6,.328,1.7,1.5,1.8,5.5,5.0,10.8,.467,3.4,5.3,.638,76,69,30.4,2.5,,14.0,Terrence Jones,8.42,1.2,Kentucky,1.8,8.0,2013
2.7,5.4,.501,0.8,.331,2.4,1.5,0.5,3.2,3.5,7.8,.449,2.7,3.9,.702,140,77,26.6,1.3,,10.5,Kris Joseph,8.37,1.3,Syracuse,1.6,4.5,2013
3.7,6.9,.535,0.3,.255,1.3,1.9,0.9,4.9,4.0,8.2,.491,3.6,4.8,.745,40,39,31.1,2.6,,11.9,Michael Kidd-Gilchrist,7.93,1.0,Kentucky,2.2,7.4,2013
2.5,5.0,.492,1.8,.475,3.9,1.6,0.1,1.9,4.3,8.9,.485,2.6,3.2,.811,78,49,29.8,0.4,,13.1,Doron Lamb,8.42,0.5,Kentucky,1.2,2.3,2013
3.8,6.6,.573,1.6,.348,4.5,1.7,0.6,3.6,5.3,11.0,.482,1.9,2.4,.806,75,74,32.1,1.1,,14.1,Jeremy Lamb,9.25,1.0,UConn,1.6,4.7,2013
3.0,5.2,.585,0.0,.083,0.2,0.7,1.1,3.4,3.0,5.4,.567,1.6,2.2,.729,65,30,19.8,1.3,,7.7,Meyers Leonard,9.55,0.3,Illinois,1.4,4.7,2013
3.3,6.5,.497,2.4,.390,6.1,3.5,0.2,3.9,5.6,12.6,.446,5.0,5.8,.867,104,98,32.3,0.4,,18.6,Damian Lillard,-2.21,1.2,Weber State,2.4,4.3,2013
3.1,6.6,.466,0.9,.342,2.7,6.7,0.1,3.1,4.0,9.3,.429,3.3,4.4,.740,132,125,31.4,0.8,,12.2,Scott Machado,-2.07,1.4,Iona,3.3,3.9,2013
1.8,3.8,.484,0.7,.366,1.8,8.0,0.1,2.2,2.5,5.6,.446,1.5,2.2,.693,73,55,28.8,0.2,,7.2,Kendall Marshall,8.61,1.1,UNC,2.6,2.3,2013
2.1,3.6,.576,0.0,,0.0,0.5,1.8,2.2,2.1,3.6,.576,0.7,1.3,.553,63,54,17.3,1.6,,4.9,Fab Melo,8.40,0.4,Syracuse,1.1,3.8,2013
2.9,5.8,.494,1.1,.321,3.3,2.0,0.2,3.0,3.9,9.1,.431,2.4,3.1,.768,87,72,26.0,1.5,,11.3,Khris Middleton,7.42,1.0,Texas A&M,2.0,4.6,2013
1.8,3.5,.509,1.2,.379,3.0,1.8,0.7,2.2,2.9,6.5,.448,1.2,1.5,.815,152,82,24.9,1.0,,8.2,Darius Miller,7.12,0.8,Kentucky,1.4,3.2,2013
3.1,6.5,.475,0.6,.348,1.9,1.4,0.6,3.5,3.7,8.4,.447,2.5,3.1,.816,37,35,24.4,1.5,,10.6,Quincy Miller,8.03,0.7,Baylor,1.8,4.9,2013
5.7,10.3,.555,0.3,.444,0.6,1.2,0.8,6.8,6.0,10.9,.549,4.1,5.3,.780,30,30,35.8,3.7,,16.4,Arnett Moultrie,,0.8,Mississippi State,2.4,10.5,2013
4.0,8.4,.476,1.5,.372,4.0,1.9,0.2,3.3,5.5,12.5,.443,3.3,4.4,.734,128,109,29.0,0.8,,15.8,Kevin Murphy,-4.01,0.8,Tennessee Tech,3.0,4.2,2013
6.3,10.8,.586,0.2,.377,0.6,0.7,2.0,5.0,6.6,11.4,.575,3.7,5.1,.720,123,118,29.9,2.2,,17.1,Andrew Nicholson,1.35,0.5,St. Bonaventure,2.4,7.2,2013
4.3,7.0,.620,0.4,.261,1.6,0.9,2.2,5.9,4.7,8.6,.553,2.6,3.8,.685,129,98,27.5,2.6,,12.5,Kyle O'Quinn,-7.19,0.5,Norfolk State,2.0,8.5,2013
1.9,3.5,.557,0.0,1.000,0.0,0.3,0.6,3.0,1.9,3.5,.557,0.9,1.5,.625,135,58,15.8,1.8,,4.8,Miles Plumlee,8.75,0.5,Duke,1.0,4.8,2013
3.4,7.1,.477,1.7,.365,4.7,2.1,0.0,2.8,5.1,11.8,.433,3.6,5.4,.658,34,33,33.2,0.6,,15.5,Austin Rivers,8.40,1.0,Duke,2.3,3.4,2013
2.9,6.2,.462,2.3,.441,5.3,2.8,0.1,2.6,5.2,11.5,.452,2.9,3.4,.849,125,94,31.2,0.3,,15.7,Brian Roberts,2.11,0.5,Dayton,2.2,3.0,2013
2.9,5.5,.528,1.7,.364,4.6,1.2,0.7,3.5,4.6,10.1,.453,1.4,1.8,.764,69,39,24.4,1.1,,12.3,Terrence Ross,6.51,0.9,Washington,1.4,4.7,2013
3.0,5.9,.505,0.0,.250,0.0,0.7,1.4,3.2,3.0,6.0,.504,3.3,4.5,.735,136,111,21.7,1.8,,9.3,Robert Sacre,3.36,0.5,Gonzaga,1.6,5.0,2013
1.5,3.6,.429,0.4,.286,1.4,2.0,0.1,2.1,1.9,5.0,.389,1.9,2.8,.677,55,33,22.9,1.5,,6.2,Mike Scott,-5.05,1.3,Eastern Kentucky,1.6,3.5,2013
1.8,3.6,.493,0.0,.118,0.1,1.4,0.8,2.2,1.8,3.7,.479,1.3,2.0,.654,121,34,15.1,0.9,,4.9,Henry Sims,9.15,0.3,Georgetown,1.3,3.2,2013
3.7,7.7,.479,1.8,.363,5.0,2.0,0.7,4.4,5.5,12.7,.433,3.4,4.3,.773,148,147,33.0,2.4,,16.2,Kyle Singler,8.97,1.1,Duke,2.1,6.9,2013
5.8,10.8,.541,0.3,.365,0.7,1.2,0.8,6.4,6.1,11.5,.530,4.9,6.7,.733,74,72,31.0,3.3,,17.3,Jared Sullinger,8.73,1.1,Ohio State,1.8,9.7,2013
4.1,7.9,.520,0.9,.358,2.4,1.9,0.4,3.5,5.0,10.3,.483,3.4,4.9,.693,134,133,29.3,2.1,,14.2,Jeffery Taylor,6.64,1.1,Vanderbilt,2.3,5.6,2013
3.0,5.7,.518,0.8,.370,2.2,3.9,0.2,1.9,3.8,7.9,.477,2.5,3.5,.708,146,126,27.7,0.3,,10.8,Tyshawn Taylor,8.42,1.2,Kansas,2.6,2.2,2013
3.0,6.8,.438,0.7,.325,2.0,4.8,0.3,2.1,3.6,8.8,.412,2.1,3.0,.714,40,40,32.6,0.4,,10.0,Marquis Teague,7.93,0.9,Kentucky,2.7,2.5,2013
3.9,6.6,.591,0.0,.250,0.0,0.6,4.0,5.3,3.9,6.6,.589,2.2,3.6,.595,141,119,25.5,2.5,,10.0,Jarvis Varnado,5.47,0.5,Mississippi State,1.4,7.8,2013
2.5,4.9,.513,1.0,.348,2.8,2.0,0.2,1.5,3.5,7.7,.453,1.8,2.3,.753,71,0,20.4,0.4,,9.7,Dion Waiters,8.40,1.5,Syracuse,1.1,1.9,2013
3.0,6.3,.478,1.0,.291,3.4,3.4,0.0,2.2,4.0,9.7,.412,3.6,4.2,.848,95,56,25.9,0.5,,12.5,Maalik Wayns,7.87,0.9,Villanova,2.3,2.7,2013
4.6,8.9,.515,0.2,.229,0.9,1.2,1.3,4.8,4.8,9.8,.489,3.2,4.8,.662,123,116,27.0,2.4,,13.0,Chris Wright,3.66,0.8,Dayton,2.5,7.2,2013
4.6,8.9,.515,0.2,.229,0.9,1.2,1.3,4.8,4.8,9.8,.489,3.2,4.8,.662,123,116,27.0,2.4,,13.0,Chris Wright,3.66,0.8,Dayton,2.5,7.2,2012
5.4,11.2,.483,0.3,.161,1.6,3.7,0.4,2.7,5.7,12.8,.443,4.4,7.5,.583,35,27,30.3,2.3,,16.0,Tony Wroten,5.27,1.9,Washington,3.8,5.0,2013
0.7,1.4,.511,0.8,.360,2.3,0.6,0.3,1.7,1.5,3.7,.417,0.3,0.5,.574,128,32,13.2,0.8,,4.2,Luke Zeller,6.85,0.2,Notre Dame,0.6,2.5,2013
4.7,8.6,.544,0.0,.000,0.0,0.6,1.1,4.0,4.7,8.6,.543,3.5,4.5,.775,117,75,23.0,2.7,,12.8,Tyler Zeller,8.85,0.7,UNC,1.4,6.7,2013
4.2,7.7,.549,0.1,.288,0.5,2.1,1.6,5.5,4.4,8.2,.534,1.6,2.4,.671,135,130,32.2,3.0,,10.5,Lavoy Allen,4.24,0.5,Temple,1.4,8.5,2012
5.0,8.9,.562,0.1,.379,0.2,0.7,2.7,5.7,5.1,9.1,.558,3.9,5.7,.679,135,126,26.8,2.5,,14.1,Keith Benson,-1.32,0.5,Oakland,1.4,8.2,2012
3.8,7.0,.543,1.4,.333,4.2,1.5,0.7,2.7,5.2,11.2,.464,2.6,3.6,.739,113,56,25.3,1.6,,14.4,MarShon Brooks,7.44,1.1,Providence,1.8,4.3,2012
5.5,10.4,.533,0.7,.313,2.2,2.4,0.4,3.6,6.2,12.6,.495,5.9,7.3,.804,68,67,30.9,2.2,,19.0,Alec Burks,6.65,1.1,Colorado,2.3,5.8,2012
3.3,6.4,.525,0.3,.383,0.9,1.7,0.5,3.1,3.7,7.2,.508,4.3,5.6,.773,106,69,29.6,2.3,,12.0,Jimmy Butler,8.21,1.1,Marquette,1.0,5.5,2012
3.0,5.7,.531,2.2,.400,5.5,3.3,0.2,3.0,5.3,11.3,.467,2.1,2.9,.713,64,64,31.5,1.2,,14.8,Derrick Byars,,1.2,Vanderbilt,2.4,4.3,2012
3.8,8.0,.480,1.0,.321,3.1,3.3,0.1,2.5,4.8,11.1,.435,3.5,4.2,.826,140,106,29.4,0.6,,14.1,Norris Cole,1.92,1.5,Cleveland State,2.0,3.2,2012
