Player,School,G,GS,MP,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3P%,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,year
Malcolm Lee,UCLA,94,65,26.7,3.3,7.5,0.441,2.6,4.8,0.533,0.8,2.7,0.278,2.3,3.2,0.717,0.8,2.2,3,2,0.8,0.2,1.7,2,9.7,7.66,2012
Darren Collison,UCLA,142,104,29.2,4,8.3,0.475,2.8,5.7,0.494,1.2,2.7,0.435,2.5,2.9,0.851,0.4,1.8,2.3,4.1,1.6,0.1,2.4,1.4,11.5,8.25,2010
DeMarcus Nelson,Duke,124,74,26.2,3.8,8.2,0.466,2.8,5.5,0.511,1,2.7,0.373,2.1,3.7,0.586,1.4,3.5,4.9,1.8,1.2,0.3,2.1,2.1,10.8,9.64,2009
Jordan Bone,Tennessee,95,87,26.1,3.6,8.4,0.424,2.6,5.7,0.458,1,2.7,0.353,1.6,2,0.817,0.3,2.1,2.4,4.3,0.7,0.1,1.6,1.2,9.7,10.15,2020
Kenrich Williams,TCU,102,85,32.2,4.1,8.4,0.484,3.1,5.8,0.533,1,2.6,0.375,1.9,3,0.625,3,5.6,8.6,2.7,1.4,0.7,1.4,2.5,11,8.65,2019
Kobi Simmons,Arizona,37,19,23.5,3,7.6,0.395,2.1,4.9,0.432,0.9,2.6,0.327,1.9,2.4,0.775,0.4,1.3,1.6,2,0.6,0.1,1.2,1.9,8.7,7.63,2018
Kelly Oubre,Kansas,36,27,21,3.1,6.9,0.444,2.1,4.3,0.497,0.9,2.6,0.358,2.2,3.1,0.718,1.1,3.8,5,0.8,1.1,0.4,1.2,2,9.3,12.13,2016
Diante Garrett,Iowa State,128,99,30.9,3.9,9.7,0.407,3.2,7.1,0.447,0.8,2.6,0.297,2,2.7,0.729,0.3,2.5,2.8,4.8,1.2,0.2,2.8,1.6,10.7,6.64,2013
D.J. Kennedy,St. John's (NY),129,125,30.4,3.7,8.4,0.436,2.7,5.8,0.472,0.9,2.6,0.358,3.3,4.5,0.746,1.7,4.4,6.1,2.4,1.4,0.5,2.1,2,11.7,8.21,2012
Luke Babbitt,Nevada,68,68,34.9,6.5,13.6,0.48,5.4,11,0.494,1.1,2.6,0.421,5.2,5.8,0.893,2,6.2,8.1,1.8,0.9,0.8,2.1,2.2,19.4,1.98,2011
Ty Lawson,UNC,105,95,27,4.4,8.5,0.517,3.3,5.9,0.568,1.1,2.6,0.403,3.2,4.1,0.78,0.6,2.3,2.9,5.8,1.8,0.1,2.1,2,13.1,8.59,2010
Derrick Rose,Memphis,40,39,29.2,5.2,10.9,0.477,4.3,8.3,0.521,0.9,2.6,0.337,3.7,5.1,0.712,1.4,3.2,4.5,4.7,1.2,0.4,2.7,1.7,14.9,5.76,2009
Jarrell Brantley,College of Charleston,123,119,31.7,5.6,11.6,0.487,4.7,9,0.526,0.9,2.6,0.353,3.4,4.4,0.768,1.8,6,7.9,1.7,1.2,0.7,2.6,2.9,15.6,-1.6,2020
Jawun Evans,Oklahoma State,54,52,29.1,5.7,12.7,0.448,4.7,10.2,0.458,1,2.5,0.407,4.2,5.1,0.818,0.6,3.2,3.8,5.8,1.5,0.1,2.7,2.4,16.6,10.51,2018
Aaron Jackson,Duquesne,120,101,31.6,4.4,8.4,0.521,3.5,5.8,0.599,0.9,2.5,0.342,2.3,3,0.772,1.6,2.9,4.5,4.2,1.4,0.1,2.3,2.1,11.9,1.48,2018
Mike James,Duquesne,111,,25.8,4.8,10.9,0.444,4,8.3,0.479,0.8,2.5,0.329,2.2,3,0.726,,,3,3.1,1.8,0.1,,,12.7,5.13,2018
Malcolm Miller,Holy Cross,112,93,26,3,6.7,0.445,2,4.1,0.491,0.9,2.5,0.37,2.2,2.8,0.765,0.7,4,4.8,1.5,0.8,1.3,1.6,2.5,9,-3.57,2018
Royce O'Neale,Baylor,71,64,29.5,2.8,5.8,0.483,1.7,3.4,0.508,1.1,2.5,0.448,1.8,2.6,0.683,2,3.6,5.6,3.1,1,0.3,1.7,2.3,8.5,,2018
Norman Powell,UCLA,141,83,25.2,3.6,7.7,0.461,2.8,5.2,0.533,0.8,2.5,0.314,1.8,2.5,0.746,0.4,2.6,3,1.5,1.1,0.4,1.3,2,9.8,7.25,2016
Tyler Ennis,Syracuse,34,34,35.7,4.4,10.6,0.411,3.5,8.1,0.429,0.9,2.5,0.353,3.4,4.4,0.765,0.8,2.6,3.4,5.5,2.1,0.2,1.7,2,12.9,7.25,2015
Maurice Harkless,St. John's (NY),32,32,36.1,6,13.3,0.452,5.5,10.9,0.506,0.5,2.5,0.215,2.9,4.3,0.676,2.8,5.9,8.6,1.5,1.6,1.4,2.5,2.3,15.5,6.98,2013
Donald Sloan,Texas A&M,138,103,28,3.8,8.8,0.428,2.9,6.3,0.464,0.8,2.5,0.336,2.7,3.6,0.732,0.5,2.7,3.3,2.7,0.6,0.1,1.9,1.4,11,7.13,2012
Trey Thompkins,Georgia,89,81,29.5,6,12.8,0.469,5.1,10.3,0.496,0.9,2.5,0.357,2.8,3.8,0.729,2,5.8,7.8,1.4,1,1.3,2.6,2.2,15.7,6.56,2012
Craig Brackins,Iowa State,96,95,31.8,6,13.4,0.445,5.2,10.9,0.48,0.7,2.5,0.292,3.4,4.7,0.726,1.7,6,7.7,1.6,0.5,1,2,2,16,7.34,2011
Jrue Holiday,UCLA,35,35,27.1,3.2,7.1,0.45,2.4,4.6,0.528,0.8,2.5,0.307,1.3,1.8,0.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,2.1,8.5,7.18,2010
Jaron Blossomgame,Clemson,128,125,30.7,4.9,10,0.488,4.1,7.7,0.541,0.8,2.4,0.316,3,4.1,0.724,1.9,4.6,6.5,1.1,0.6,0.7,1.5,1.6,13.5,7.5,2019
Omari Johnson,Oregon State,120,66,20.8,2.4,5.7,0.418,1.7,3.3,0.508,0.7,2.4,0.293,0.9,1.5,0.6,1.3,2.7,4,0.7,0.6,0.3,1.3,1.4,6.4,6.43,2018
Andrew Harrison,Kentucky,79,78,28.6,2.8,7.6,0.372,1.9,5.2,0.374,0.9,2.4,0.367,3.6,4.6,0.777,0.6,2.1,2.7,3.8,0.8,0.2,2.2,2.4,10.1,9.28,2017
Shawn Long,Louisiana,135,131,29.8,6.5,12.8,0.503,5.6,10.4,0.541,0.8,2.4,0.341,3.6,5.3,0.676,3.4,7.3,10.7,1.1,0.7,2,2.4,3.1,17.3,-2.01,2017
Erik Murphy,Florida,136,67,18.3,2.9,5.7,0.514,1.9,3.3,0.572,1.1,2.4,0.435,0.8,1.1,0.757,1.2,2.6,3.7,0.7,0.4,0.6,1,2.2,7.7,7.22,2014
Otto Porter,Georgetown,64,38,32.5,4.6,9.2,0.498,3.7,6.8,0.55,0.9,2.4,0.355,2.8,3.8,0.751,1.9,5.3,7.1,2.1,1.5,0.9,1.3,2,12.8,7.64,2014
Peyton Siva,Louisville,144,113,26.2,2.9,6.9,0.417,2.2,4.5,0.482,0.7,2.4,0.291,2,2.8,0.737,0.3,2.1,2.4,4.7,1.8,0.1,2.7,2.6,8.4,8.58,2014
Kris Joseph,Syracuse,140,77,26.6,3.5,7.8,0.449,2.7,5.4,0.501,0.8,2.4,0.331,2.7,3.9,0.702,1.3,3.2,4.5,1.5,1.3,0.5,1.6,1.6,10.5,8.37,2013
Jeffery Taylor,Vanderbilt,134,133,29.3,5,10.3,0.483,4.1,7.9,0.52,0.9,2.4,0.358,3.4,4.9,0.693,2.1,3.5,5.6,1.9,1.1,0.4,2.3,2.3,14.2,6.64,2013
Carldell Johnson,Alabama-Birmingham,96,85,28.7,2,4.8,0.405,1,2.5,0.409,0.9,2.4,0.401,0.8,1.1,0.716,0.6,1.7,2.3,5,2.3,0,1.6,2.2,5.7,3.99,2012
Armon Johnson,Nevada,101,99,32.7,5.4,11.6,0.467,4.7,9.2,0.514,0.7,2.4,0.289,2.8,3.7,0.75,0.8,2.9,3.7,4.4,0.8,0.2,2.7,1.7,14.3,1.28,2011
Jerome Robinson,Bradley,113,68,25.1,2.7,6.2,0.44,1.9,3.9,0.477,0.8,2.3,0.375,2.1,2.8,0.741,0.6,3.6,3.2,1.8,0.8,0.6,1.5,1.8,8.4,3.22,2019
Reggie Hearn,Northwestern,95,63,20.2,2.3,5.1,0.457,1.5,2.8,0.541,0.8,2.3,0.353,1.6,2.1,0.752,0.7,2.1,2.8,1,0.6,0.2,1.2,1.9,7.1,7.17,2018
Myke Henry,DePaul,63,63,28.5,5,10.1,0.5,4.2,7.8,0.538,0.8,2.3,0.371,1.9,2.7,0.706,2.1,3.7,5.8,1.1,1,0.4,2.3,3.3,12.8,,2018
Jalen Jones,Texas A&M,64,59,28,5,11.6,0.436,4.3,9.3,0.465,0.7,2.3,0.317,3.7,5.2,0.715,1.9,5,6.9,0.7,0.8,0.4,1.5,2.7,14.5,,2018
Caleb Swanigan,Purdue,69,69,29.2,5.1,10.2,0.501,4.2,7.9,0.537,0.9,2.3,0.376,3.3,4.4,0.76,2.2,8.2,10.4,2.4,0.4,0.5,3,2.5,14.4,8.12,2018
T.J. McConnell,Arizona,76,76,31.4,3.7,7.8,0.477,2.9,5.5,0.535,0.8,2.3,0.343,1.2,1.6,0.742,0.6,3.1,3.7,5.8,1.9,0.1,1.9,2,9.4,,2016
Grant Jerrett,Arizona,34,2,17.8,1.9,4.5,0.409,0.9,2.2,0.413,0.9,2.3,0.405,0.5,0.6,0.818,1.1,2.5,3.6,0.5,0.5,1,0.6,1.3,5.2,7.47,2015
Elijah Millsap,Alabama-Birmingham,34,34,33.1,5.4,12.3,0.435,4.8,10,0.481,0.6,2.3,0.241,4.8,6.9,0.695,2.7,6.8,9.5,1.8,1.6,0.3,3.5,3.3,16.1,,2015
Adonis Thomas,Memphis,55,44,27.5,4.1,9.5,0.426,3.3,7.2,0.458,0.7,2.3,0.325,1.9,2.5,0.745,1.3,2.8,4,1.5,0.6,0.7,1.5,1.4,10.7,3.98,2014
Jared Cunningham,Cleveland State,33,12,14.8,1.8,4.9,0.377,1.1,2.6,0.419,0.8,2.3,0.329,0.7,1,0.75,0.7,1.9,2.6,0.4,0.4,0.4,0.7,2.1,5.2,2.12,2013
Luke Zeller,Notre Dame,128,32,13.2,1.5,3.7,0.417,0.7,1.4,0.511,0.8,2.3,0.36,0.3,0.5,0.574,0.8,1.7,2.5,0.6,0.2,0.3,0.6,1.6,4.2,6.85,2013
Kawhi Leonard,San Diego State,70,69,31.9,5.4,12,0.449,4.8,9.7,0.497,0.6,2.3,0.25,2.8,3.7,0.744,3.3,6.9,10.2,2.2,1.4,0.6,2.2,2.5,14.1,5.29,2012
Landry Fields,Stanford,129,65,23.6,3.9,8.4,0.463,3.1,6,0.51,0.8,2.3,0.342,2.3,3.3,0.676,1.6,3.5,5,1.6,0.9,0.4,1.5,1.6,10.8,7.35,2011
Wesley Matthews,Marquette,127,118,30.2,4,9.1,0.444,3.2,6.8,0.48,0.8,2.3,0.341,4.3,5.4,0.799,1.6,3.4,4.9,2.1,1.2,0.3,2.2,2.3,13.2,7.77,2010
Sam Young,Pitt,143,78,25.5,5,10.1,0.498,4.2,7.8,0.539,0.8,2.3,0.356,2.4,3.4,0.692,1.8,3.2,5,1,0.8,0.8,1.9,1.7,13.2,8,2010
George Hill,IUPUI,95,87,33.3,5.6,10.7,0.529,4.7,8.3,0.565,0.9,2.3,0.404,4.8,6.1,0.785,1.9,3.8,5.8,3.3,1.6,0.3,2.5,2.8,17,-3.26,2009
De'Andre Hunter,Virginia,71,38,26.6,4.4,8.5,0.509,3.4,6.3,0.541,0.9,2.3,0.419,2.8,3.6,0.773,1.3,3.1,4.4,1.6,0.6,0.5,1.2,1.9,12.4,9.61,2020
Edmond Sumner,Xavier,58,49,26.6,3.5,8.2,0.429,2.9,6,0.483,0.6,2.2,0.285,3.7,5.1,0.73,0.5,3,3.5,3.8,1.2,0.4,2.2,2.3,11.4,9.81,2018
Jamil Wilson,Marquette,101,53,26,3.5,7.9,0.439,2.7,5.7,0.476,0.8,2.2,0.344,1.7,2.5,0.704,1.5,3.4,5,1.8,0.6,0.9,1.5,2.7,9.4,,2018
Kris Dunn,Providence,95,83,31.5,4.5,9.9,0.45,3.7,7.8,0.476,0.8,2.2,0.354,3.1,4.5,0.693,1.1,4,5.1,5.8,2.2,0.4,3.3,2.9,12.8,8.09,2017
Patricio Garino,George Washington,129,117,30.1,4.4,8.7,0.508,3.6,6.5,0.556,0.8,2.2,0.364,2.4,3.6,0.671,1.6,2.8,4.3,1.7,1.7,0.7,2.2,2.6,12,3.73,2017
Christian Wood,UNLV,63,34,23.3,3.7,7.8,0.477,3.2,5.6,0.561,0.6,2.2,0.261,2.3,3.1,0.747,1.9,4.9,6.8,0.8,0.3,1.9,1.5,2.1,10.4,3.07,2016
Dwight Buycks,Marquette,68,40,26,2.9,6.4,0.443,2.1,4.2,0.486,0.8,2.2,0.36,1.2,1.7,0.687,0.8,2.3,3,2.8,1.1,0,2,1.6,7.7,8.37,2014
Solomon Hill,Arizona,139,129,29,3.5,7.3,0.481,2.7,5.1,0.528,0.8,2.2,0.375,2.5,3.3,0.745,1.8,3.8,5.6,2.2,0.9,0.4,2.1,2.4,10.3,7.05,2014
Tyshawn Taylor,Kansas,146,126,27.7,3.8,7.9,0.477,3,5.7,0.518,0.8,2.2,0.37,2.5,3.5,0.708,0.3,1.9,2.2,3.9,1.2,0.2,2.6,2.1,10.8,8.42,2013
Alec Burks,Colorado,68,67,30.9,6.2,12.6,0.495,5.5,10.4,0.533,0.7,2.2,0.313,5.9,7.3,0.804,2.2,3.6,5.8,2.4,1.1,0.4,2.3,2.4,19,6.65,2012
Tobias Harris,Tennessee,34,33,29.2,5.4,11.8,0.46,4.8,9.6,0.497,0.7,2.2,0.303,3.8,5,0.753,2,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3,8.73,2012
Jon Leuer,Wisconsin,123,68,22.8,4.2,8.7,0.482,3.4,6.5,0.521,0.8,2.2,0.368,2,2.7,0.723,1.3,3.2,4.5,1.1,0.4,0.7,1.2,1.6,11.2,8.06,2012
Edwin Ubiles,Siena,131,121,31.5,6,12.1,0.497,5.2,9.8,0.53,0.8,2.2,0.353,2,3,0.672,1.2,3.1,4.3,2.1,1.2,0.7,2.1,1.2,14.8,-1.63,2012
Mustafa Shakur,Arizona,131,129,31,3.4,7.6,0.452,2.6,5.4,0.49,0.8,2.2,0.355,2.5,3.1,0.786,0.7,3,3.7,5.1,1.2,0.1,3,2.2,10.1,8.88,2011
Austin Daye,Gonzaga,67,34,22.5,4.1,8.6,0.477,3.2,6.4,0.495,0.9,2.2,0.422,2.5,3.1,0.79,0.9,4.9,5.8,1,0.7,1.9,1.9,2.6,11.6,2.85,2010
Zion Williamson,Duke,33,33,30,9,13.2,0.68,8.2,11,0.747,0.7,2.2,0.338,3.9,6.2,0.64,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.1,22.6,11.97,2020
Hamidou Diallo,Kentucky,37,37,24.8,3.6,8.5,0.428,2.9,6.4,0.458,0.7,2.1,0.338,2.1,3.4,0.616,0.9,2.8,3.6,1.2,0.8,0.4,1.4,2.6,10,10.73,2019
Jaren Jackson,Georgetown,130,40,16.5,2.9,6.4,0.444,2.6,5.4,0.477,0.8,2.1,0.365,1.2,1.7,0.709,,,2.9,1.2,1,0.2,1.3,1.5,7.5,8.4,2019
De'Anthony Melton,USC,36,25,27,2.8,6.4,0.437,2.2,4.4,0.51,0.6,2.1,0.284,2.1,3,0.706,1.4,3.3,4.7,3.5,1.9,1,1.8,2.3,8.3,6.4,2019
Lorenzo Brown,NC State,101,95,32.6,4.1,9.5,0.429,3.4,7.4,0.464,0.6,2.1,0.305,2.8,3.8,0.741,0.7,3.5,4.2,5.8,1.7,0.5,3,1.9,11.6,6.92,2014
Michael Carter-Williams,Syracuse,66,40,25.4,2.7,6.8,0.398,2.1,4.8,0.438,0.6,2.1,0.307,2.2,3.2,0.679,0.9,2.7,3.6,5.2,2,0.4,2.3,1.8,8.2,8.29,2014
Justin Hamilton,Florida,113,73,31.2,2.6,5.4,0.489,2,3.3,0.589,0.7,2.1,0.331,0.9,1.2,0.739,0.8,2.3,2.6,2.7,1.5,0.3,1.5,1.4,6.9,8.03,2014
Kent Bazemore,Old Dominion,140,103,26.3,3.7,8.3,0.447,3,6.1,0.486,0.7,2.1,0.334,2,3.5,0.581,1.4,3.2,4.6,2.7,1.8,0.5,2.3,2.2,10.1,0.42,2013
Lance Stephenson,Cincinnati,34,32,28.2,4.8,10.8,0.44,4.3,8.7,0.495,0.5,2.1,0.219,2.3,3.5,0.664,1.9,3.5,5.4,2.5,0.9,0.2,2.4,1.9,12.3,8.45,2011
Joe Alexander,West Virginia,82,70,25.3,4.5,10,0.447,3.9,7.9,0.488,0.6,2.1,0.295,2.5,3.3,0.765,1.5,3.3,4.8,2,0.6,1.2,1.8,2.2,12.1,7.04,2009
Kevin Love,UCLA,39,38,29.6,5.8,10.4,0.559,5.1,8.3,0.611,0.7,2.1,0.354,5.1,6.6,0.767,3.6,7,10.6,1.9,0.7,1.4,2,1.9,17.5,7.71,2009
Cody Martin,Nevada,70,68,35.1,4.9,9.6,0.511,4.2,7.5,0.56,0.7,2.1,0.336,2.5,3.5,0.725,1.4,4,5.4,4.8,1.5,1.1,2,2.5,13.1,,2020
Alex Caruso,Texas A&M,137,120,28.7,2.8,6.1,0.455,2.1,4.2,0.509,0.7,2,0.34,1.7,2.5,0.685,0.8,3,3.7,4.7,2,0.4,2.5,2.5,8,5.71,2018
Nigel Hayes,Wisconsin,150,112,29.6,4,9.1,0.446,3.4,7,0.478,0.7,2,0.332,3.6,5.5,0.666,1.8,3.5,5.3,2.1,0.9,0.4,1.6,2.1,12.4,9.82,2018
D.J. Wilson,Michigan,69,36,19.4,2.8,5.3,0.525,2.1,3.3,0.619,0.7,2,0.363,0.8,1,0.817,0.9,2.4,3.3,0.8,0.4,1,0.8,1.4,7.1,9.23,2018
Jarell Martin,LSU,65,57,30.7,5,10.1,0.494,4.3,8,0.541,0.6,2,0.308,3.1,4.5,0.689,2.4,4.6,6.9,1.4,1,0.7,2.2,2.6,13.7,6.12,2016
T.J. Warren,NC State,70,49,31.2,7.5,13.6,0.555,6.9,11.5,0.598,0.6,2,0.315,2.8,4.3,0.654,2.7,3,5.7,1,1.5,0.5,1.7,2.5,18.5,7.31,2015
Tim Hardaway,UTEP,124,92,28.8,4.6,9.4,0.486,4.8,9.4,0.512,0.7,2,0.352,3,4.2,0.718,,,2.6,4.5,2.1,0.2,2,2.4,12.8,2.63,2014
Marquis Teague,Kentucky,40,40,32.6,3.6,8.8,0.412,3,6.8,0.438,0.7,2,0.325,2.1,3,0.714,0.4,2.1,2.5,4.8,0.9,0.3,2.7,2.3,10,7.93,2013
Damion James,Texas,142,140,29.3,5,10.4,0.479,4.2,8.4,0.506,0.7,2,0.364,2.8,4.4,0.64,2.9,6.3,9.3,1.1,1,1.1,1.8,2.8,13.5,7.54,2011
Jordan Loyd,Furman,28,13,21,2,5.4,0.367,1.5,3.4,0.427,0.5,1.9,0.259,1.5,2.2,0.661,0.7,2.8,3.5,1.8,0.5,0.1,1.6,2.2,5.9,-4.6,2019
Tahjere McCall,Tennessee State,58,55,31,4.6,10.3,0.445,4.1,8.4,0.486,0.5,1.9,0.266,4.8,6.9,0.699,1.5,3.5,5.1,4,2.6,0.4,3.4,3.3,14.5,,2019
De'Aaron Fox,Kentucky,36,34,29.6,5.9,12.4,0.479,5.5,10.5,0.521,0.5,1.9,0.246,4.3,5.9,0.736,0.6,3.4,4,4.6,1.5,0.2,2.4,2.5,16.7,10.49,2018
C.J. Williams,Boise State,108,35,25.5,1.7,4.4,0.388,1.1,2.5,0.444,0.6,1.9,0.312,1.2,2,0.571,0.3,1.7,1.9,2.3,0.9,0,1.8,1.4,5.2,-0.16,2018
Frank Kaminsky,Wisconsin,144,79,20.4,3.7,7,0.522,3,5.1,0.58,0.7,1.9,0.369,2.1,2.7,0.763,1.3,3.4,4.6,1.3,0.5,1.1,0.8,1.6,10.1,9.61,2016
Delon Wright,Utah,68,68,34.8,5,9.3,0.535,4.4,7.5,0.594,0.6,1.9,0.299,4.5,5.5,0.814,1.1,4.7,5.8,5.2,2.3,1.1,2.2,1.6,15,6.82,2016
Archie Goodwin,Kentucky,33,33,31.8,4.8,10.8,0.44,4.2,8.9,0.478,0.5,1.9,0.266,4.1,6.4,0.637,1.5,3.2,4.6,2.7,1.1,0.5,3.1,2.9,14.1,5.78,2014
Jorge Gutierrez,California,129,79,26.6,3.2,7.4,0.43,2.5,5.5,0.461,0.7,1.9,0.34,2.5,3.4,0.737,0.7,3.1,3.8,3.3,1.1,0.1,2.1,2.4,9.6,7.29,2014
Quincy Miller,Baylor,37,35,24.4,3.7,8.4,0.447,3.1,6.5,0.475,0.6,1.9,0.348,2.5,3.1,0.816,1.5,3.5,4.9,1.4,0.7,0.6,1.8,1.9,10.6,8.03,2013
Jordan Hamilton,Lehigh,93,38,14.8,1.5,3.5,0.425,0.9,1.6,0.547,0.6,1.9,0.324,0.7,1,0.753,0.5,0.9,1.4,0.5,0.3,0.3,0.7,1.7,4.3,-6.72,2012
Dennis Horner,NC State,128,46,20.3,2.3,4.9,0.468,1.6,3.1,0.535,0.7,1.9,0.358,1.5,2,0.781,0.9,2,2.9,0.9,0.5,0.5,0.9,1.7,6.8,7.87,2012
DeAndre Liggins,Kentucky,100,29,21.9,1.9,4.8,0.407,1.3,2.9,0.455,0.6,1.9,0.332,1.3,2,0.643,0.5,2.5,3,2.1,0.9,0.5,1.5,1.9,5.8,6.85,2012
Gary Clark,Wake Forest,109,26,13.9,1.8,4,0.451,1,2.2,0.465,0.8,1.8,0.434,0.7,1,0.752,0.3,0.9,1.1,0.7,0.6,0.1,0.8,1.2,5.1,7.64,2019
Chandler Hutchison,Boise State,123,89,24,4.3,8.9,0.476,3.6,7.1,0.508,0.6,1.8,0.353,2.9,4.2,0.687,1.1,4.3,5.5,2.1,1,0.2,1.9,2.2,12,2.57,2019
Kadeem Allen,Arizona,68,61,27.5,3,6.6,0.459,2.3,4.8,0.482,0.7,1.8,0.4,2.3,3.1,0.725,0.3,3.3,3.6,3.3,1.3,0.7,2,2.4,9.1,7.43,2018
Antonius Cleveland,Southeast Missouri State,121,108,28.8,4.8,9.8,0.494,4.3,8,0.54,0.5,1.8,0.288,2.7,4.4,0.612,1.4,3.3,4.7,2,1.3,0.6,1.9,2.6,12.9,-4.51,2018
Kyle Kuzma,Utah,96,64,21,3.9,7.7,0.506,3.3,5.9,0.567,0.5,1.8,0.302,1.8,2.8,0.633,1.6,3.9,5.5,1.5,0.3,0.4,1.6,1.6,10.1,6.84,2018
Alfonzo McKinnie,Green Bay,42,20,19.7,2.9,6.4,0.449,2.2,4.5,0.489,0.6,1.8,0.351,0.9,1.7,0.535,1.6,3.1,4.8,0.2,0.5,0.5,1.1,3.1,7.3,,2018
Marquese Chriss,Washington,34,34,24.9,5.3,9.9,0.53,4.6,8.2,0.568,0.6,1.8,0.35,2.6,3.8,0.682,2.5,2.9,5.4,0.8,0.9,1.6,2,4.1,13.7,8.12,2017
Maurice Ndour,Ohio,66,60,32.3,5.2,10.5,0.498,4.6,8.8,0.52,0.7,1.8,0.388,3.6,4.8,0.757,1.9,5.7,7.6,1.6,0.8,1.9,2.7,2.7,14.8,-0.36,2017
Myles Turner,Texas,34,7,22.2,3.4,7.6,0.455,2.9,5.7,0.513,0.5,1.8,0.274,2.8,3.3,0.839,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,9.07,2016
Tim Frazier,Penn State,135,113,30.6,3.8,9,0.418,3.2,7.2,0.445,0.5,1.8,0.31,3.4,4.3,0.774,0.9,3,3.9,4.7,1.5,0.1,2.6,2.5,11.4,8.41,2015
Vander Blue,Marquette,106,80,25.7,3.3,7.7,0.429,2.8,6,0.475,0.5,1.8,0.277,2.1,3,0.704,1,2.5,3.5,2,1,0.1,2,1.7,9.3,8.2,2014
Kendall Marshall,UNC,73,55,28.8,2.5,5.6,0.446,1.8,3.8,0.484,0.7,1.8,0.366,1.5,2.2,0.693,0.2,2.2,2.3,8,1.1,0.1,2.6,1.5,7.2,8.61,2013
Jeremy Pargo,Gonzaga,134,103,28.7,3.4,7.3,0.465,2.9,5.5,0.515,0.6,1.8,0.311,1.9,2.7,0.704,0.5,2.9,3.4,4.4,1.3,0.1,2.7,1.9,9.3,3.62,2012
Earl Clark,Louisville,104,63,26.7,4,8.6,0.467,3.5,6.8,0.512,0.5,1.8,0.298,2,3.2,0.64,2.1,4.9,7,1.7,0.9,1.2,2.1,1.7,10.6,8.03,2010
Chris Douglas-Roberts,Memphis,109,100,26.1,5.1,9.4,0.54,4.4,7.6,0.579,0.7,1.8,0.372,3.3,4.6,0.725,1.2,2.4,3.7,1.7,1,0.4,2,1.9,14.2,4.64,2009
Mohamed Bamba,Texas,30,29,30.2,4.9,9,0.541,4.4,7.3,0.603,0.5,1.7,0.275,2.7,4,0.681,3.2,7.3,10.5,0.5,0.8,3.7,1.5,2.5,12.9,10.67,2019
T.J. Leaf,UCLA,35,35,29.9,6.7,10.9,0.617,5.9,9.2,0.644,0.8,1.7,0.466,2.1,3,0.679,2.2,6,8.2,2.4,0.6,1.1,1.5,2.5,16.3,6.39,2018
David Stockton,Gonzaga,138,39,19.9,1.6,3.8,0.424,1.1,2.2,0.515,0.5,1.7,0.306,1.1,1.5,0.7,0.1,1.5,1.6,3.1,1.2,0.1,1.5,1.7,4.8,4.2,2015
Draymond Green,Michigan State,145,66,25,3.7,8,0.467,3.1,6.3,0.496,0.6,1.7,0.361,2.3,3.4,0.687,2,5.6,7.6,2.9,1.2,0.8,1.9,2.7,10.5,9.75,2013
Terrence Jones,Kentucky,76,69,30.4,5,10.8,0.467,4.5,9.1,0.493,0.6,1.7,0.328,3.4,5.3,0.638,2.5,5.5,8,1.5,1.2,1.8,1.8,2.4,14,8.42,2013
Al-Farouq Aminu,Wake Forest,62,60,30.1,5,10.6,0.476,4.6,8.9,0.522,0.4,1.7,0.238,3.9,5.7,0.687,3.3,6.1,9.4,1.4,1.2,1.3,2.9,2.8,14.4,8.1,2011
Kosta Koufos,Ohio State,37,35,27.1,6,11.8,0.508,5.4,10.1,0.535,0.6,1.7,0.349,1.8,2.7,0.68,2.6,4,6.7,0.5,0.4,1.8,1.5,2.2,14.4,7.97,2009
Joe Young,Canisius,29,10,13.5,1.4,3.7,0.377,0.8,2,0.407,0.6,1.6,0.34,0.5,0.7,0.737,0.6,1.2,1.8,0.6,0.6,0.1,0.7,1.5,3.8,-1.8,2016
Joe Harris,Central Arkansas,15,1,10.1,1.3,2.8,0.452,0.7,1.2,0.556,0.6,1.6,0.375,0,0.3,0,0.6,1,1.6,0.3,0.2,0,0.4,0.7,3.1,-4.83,2015
Elias Harris,Gonzaga,135,133,28,4.9,9.5,0.517,4.4,7.9,0.55,0.6,1.6,0.356,3.3,4.6,0.723,2,5.3,7.3,1.3,0.9,0.5,1.8,2.1,13.8,3.82,2014
Kyle O'Quinn,Norfolk State,129,98,27.5,4.7,8.6,0.553,4.3,7,0.62,0.4,1.6,0.261,2.6,3.8,0.685,2.6,5.9,8.5,0.9,0.5,2.2,2,2.9,12.5,-7.19,2013
Tony Wroten,Washington,35,27,30.3,5.7,12.8,0.443,5.4,11.2,0.483,0.3,1.6,0.161,4.4,7.5,0.583,2.3,2.7,5,3.7,1.9,0.4,3.8,2.7,16,5.27,2013
Trey Gilder,Northwestern State,60,32,22.7,5,10.1,0.497,4.6,8.5,0.54,0.4,1.6,0.263,4.1,5.2,0.782,1.9,3,4.9,1.5,1.3,0.6,2.5,2.1,14.5,,2010
